Family Code,County,Cars,Computer Owned,Internet Status,Transport,Start Time,Travel Time
46,Cork,2,computer_yes,internet_broadband,travel_car,leave_0900,time_n/a
47,Cork,0,computer_yes,internet_broadband,travel_car,leave_0730,time_30
48,Cork,2,computer_yes,internet_broadband,travel_car,leave_0900,time_45
49,Cork,0,computer_no,internet_broadband,travel_car,leave_0900,time_15
50,Cork,3,computer_yes,internet_no,travel_car_passenger,leave_n/a,time_15
51,Cork,2,computer_yes,internet_broadband,travel_car,leave_0930,time_15
52,Cork,2,computer_no,internet_other,travel_car_passenger,leave_0900,time_15
53,Cork,2,computer_no,internet_broadband,travel_foot,leave_0730,time_15
54,Cork,2,computer_no,internet_no,travel_car,leave_0930,time_15
55,Cork,1,computer_yes,internet_broadband,travel_car_passenger,leave_0800,time_15
56,Cork,2,computer_yes,internet_no,travel_other,leave_0900,time_15
57,Cork,1,computer_no,internet_no,travel_car,leave_after_0930,time_30
58,Cork,1,computer_yes,internet_no,travel_car,leave_0830,time_15
59,Cork,1,computer_no,internet_broadband,travel_foot,leave_0830,time_30
60,Cork,1,computer_yes,internet_no,travel_foot,leave_0830,time_n/a
61,Cork,2,computer_yes,internet_no,travel_car,leave_0900,time_15
62,Cork,1,computer_yes,internet_no,travel_car_passenger,leave_0830,time_15
63,Cork,1,computer_yes,internet_other,travel_car,leave_0800,time_60
64,Cork,1,computer_no,internet_broadband,travel_car_passenger,leave_0900,time_30
65,Cork,1,computer_yes,internet_n/a,travel_bus,leave_0900,time_90
66,Cork,2,computer_no,internet_no,travel_foot,leave_0830,time_n/a
67,Cork,0,computer_yes,internet_broadband,travel_bus,leave_0830,time_15
68,Cork,1,computer_no,internet_no,travel_car_passenger,leave_0800,time_30
69,Cork,3,computer_yes,internet_broadband,travel_foot,leave_after_0930,time_30
70,Cork,1,computer_yes,internet_broadband,travel_car,leave_0900,time_15
71,Cork,1,computer_no,internet_broadband,travel_car_passenger,leave_0830,time_30
72,Cork,0,computer_yes,internet_broadband,travel_car,leave_0700,time_45
73,Cork,2,computer_yes,internet_no,travel_bus,leave_after_0930,time_30
74,Cork,2,computer_no,internet_broadband,travel_bus,leave_0800,time_15
75,Cork,1,computer_yes,internet_broadband,travel_foot,leave_0930,time_15
76,Cork,1,computer_yes,internet_no,travel_car_passenger,leave_0800,time_45
77,Cork,0,computer_no,internet_no,travel_car,leave_0900,time_15
78,Cork,1,computer_yes,internet_no,travel_bus,leave_0900,time_45
79,Cork,1,computer_no,internet_other,travel_van,leave_0730,time_30
80,Cork,1,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_45
81,Cork,2,computer_yes,internet_broadband,travel_van,leave_0830,time_45
82,Cork,2,computer_yes,internet_broadband,travel_car_passenger,leave_0800,time_45
83,Cork,4,computer_no,internet_broadband,travel_car,leave_0900,time_15
84,Cork,2,computer_yes,internet_broadband,travel_car,leave_0630,time_30
85,Cork,0,computer_no,internet_broadband,travel_car,leave_0830,time_30
86,Cork,3,computer_no,internet_broadband,travel_foot,leave_0900,time_15
87,Cork,0,computer_no,internet_broadband,travel_car,leave_0800,time_15
88,Cork,0,computer_yes,internet_broadband,travel_car,leave_0930,time_60
89,Cork,3,computer_yes,internet_broadband,travel_car,leave_0800,time_45
90,Cork,2,computer_yes,internet_broadband,travel_car,leave_0830,time_45
91,Cork,2,computer_yes,internet_n/a,travel_car_passenger,leave_0830,time_15
92,Cork,0,computer_yes,internet_broadband,travel_other,leave_0830,time_15
93,Cork,0,computer_no,internet_broadband,travel_bus,leave_0830,time_45
94,Cork,2,computer_yes,internet_broadband,travel_car_passenger,leave_0830,time_15
95,Cork,1,computer_yes,internet_no,travel_bicycle,leave_0900,time_15
96,Cork,2,computer_yes,internet_broadband,travel_car,leave_0830,time_15
97,Cork,2,computer_yes,internet_other,travel_car,leave_0900,time_15
98,Cork,0,computer_yes,internet_broadband,travel_car,leave_0900,time_15
99,Cork,1,computer_no,internet_no,travel_car_passenger,leave_0630,time_15
100,Cork,0,computer_yes,internet_no,travel_car_passenger,leave_0700,time_30
101,Cork,2,computer_yes,internet_broadband,travel_car,leave_0800,time_15
102,Cork,2,computer_yes,internet_broadband,travel_foot,leave_0900,time_15
103,Cork,2,computer_yes,internet_no,travel_other,leave_after_0930,time_30
104,Cork,2,computer_no,internet_no,travel_car_passenger,leave_0900,time_15
105,Cork,3,computer_yes,internet_no,travel_bus,leave_n/a,time_45
106,Cork,1,computer_no,internet_broadband,travel_other,leave_0830,time_30
107,Cork,2,computer_yes,internet_other,travel_car,leave_0800,time_45
108,Cork,3,computer_yes,internet_broadband,travel_car,leave_0800,time_30
109,Cork,0,computer_no,internet_broadband,travel_car_passenger,leave_0730,time_15
110,Cork,1,computer_yes,internet_broadband,travel_car_passenger,leave_0800,time_15
111,Cork,2,computer_yes,internet_broadband,travel_car_passenger,leave_0830,time_30
112,Cork,1,computer_yes,internet_broadband,travel_car,leave_n/a,time_30
113,Cork,1,computer_yes,internet_broadband,travel_car,leave_0800,time_15
114,Cork,1,computer_yes,internet_broadband,travel_foot,leave_0800,time_15
115,Cork,2,computer_no,internet_broadband,travel_car,leave_0730,time_15
116,Cork,0,computer_yes,internet_no,travel_car_passenger,leave_0730,time_15
117,Cork,1,computer_no,internet_other,travel_other,leave_0730,time_15
118,Cork,2,computer_no,internet_broadband,travel_bus,leave_0900,time_45
119,Cork,2,computer_yes,internet_no,travel_van,leave_0830,time_15
120,Cork,0,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_15
121,Cork,1,computer_yes,internet_no,travel_car,leave_0930,time_30
122,Cork,1,computer_yes,internet_broadband,travel_bus,leave_n/a,time_90
123,Cork,2,computer_yes,internet_n/a,travel_car_passenger,leave_0900,time_90
124,Cork,1,computer_yes,internet_broadband,travel_foot,leave_0630,time_30
125,Cork,2,computer_yes,internet_no,travel_car,leave_0930,time_15
126,Cork,1,computer_no,internet_broadband,travel_foot,leave_0930,time_30
127,Cork,2,computer_no,internet_broadband,travel_foot,leave_after_0930,time_30
128,Cork,3,computer_yes,internet_no,travel_car_passenger,leave_0930,time_45
129,Cork,0,computer_no,internet_other,travel_train,leave_0700,time_n/a
130,Cork,2,computer_yes,internet_no,travel_foot,leave_after_0930,time_30
131,Cork,2,computer_yes,internet_broadband,travel_foot,leave_0800,time_15
132,Cork,2,computer_no,internet_broadband,travel_car,leave_0900,time_90+
133,Cork,0,computer_yes,internet_broadband,travel_car,leave_0900,time_45
134,Cork,1,computer_yes,internet_broadband,travel_car,leave_0900,time_15
135,Cork,2,computer_yes,internet_no,travel_car_passenger,leave_0830,time_30
136,Cork,2,computer_yes,internet_no,travel_car,leave_0900,time_30
137,Cork,1,computer_yes,internet_broadband,travel_car,leave_0730,time_30
138,Cork,2,computer_yes,internet_no,travel_foot,leave_0730,time_30
139,Cork,0,computer_yes,internet_broadband,travel_car,leave_0830,time_45
140,Cork,1,computer_no,internet_no,travel_car,leave_0930,time_15
141,Cork,1,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_45
142,Cork,2,computer_no,internet_broadband,travel_other,leave_0800,time_30
143,Cork,2,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_15
144,Cork,0,computer_yes,internet_broadband,travel_bus,leave_0900,time_15
145,Cork,1,computer_no,internet_other,travel_other,leave_0900,time_15
146,Cork,2,computer_yes,internet_no,travel_van,leave_0930,time_30
147,Cork,2,computer_no,internet_broadband,travel_car,leave_0900,time_15
148,Cork,1,computer_no,internet_broadband,travel_car,leave_after_0930,time_15
149,Cork,3,computer_yes,internet_broadband,travel_car_passenger,leave_0730,time_45
150,Cork,0,computer_no,internet_broadband,travel_car_passenger,leave_0830,time_15
151,Cork,1,computer_yes,internet_broadband,travel_foot,leave_0900,time_15
152,Cork,1,computer_no,internet_broadband,travel_car,leave_0830,time_45
153,Cork,3,computer_yes,internet_broadband,travel_foot,leave_0830,time_30
154,Cork,2,computer_yes,internet_broadband,travel_car,leave_0830,time_30
155,Cork,1,computer_yes,internet_broadband,travel_car,leave_0900,time_30
156,Cork,1,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_30
157,Cork,1,computer_no,internet_no,travel_car_passenger,leave_0900,time_15
158,Cork,2,computer_no,internet_broadband,travel_car,leave_0930,time_15
159,Cork,0,computer_yes,internet_broadband,travel_car,leave_after_0930,time_90
160,Cork,2,computer_no,internet_broadband,travel_car,leave_0900,time_45
161,Cork,0,computer_no,internet_broadband,travel_car,leave_0900,time_15
162,Cork,0,computer_yes,internet_no,travel_foot,leave_0830,time_30
163,Cork,1,computer_yes,internet_no,travel_foot,leave_0900,time_30
164,Cork,1,computer_yes,internet_broadband,travel_car_passenger,leave_0800,time_30
165,Cork,1,computer_yes,internet_no,travel_car,leave_0900,time_90
166,Cork,1,computer_yes,internet_no,travel_car,leave_0900,time_15
167,Cork,0,computer_yes,internet_other,travel_car_passenger,leave_0830,time_30
168,Cork,3,computer_no,internet_no,travel_car,leave_0830,time_15
169,Kerry,2,computer_yes,internet_broadband,travel_car,leave_0700,time_30
170,Kerry,1,computer_yes,internet_broadband,travel_bus,leave_0900,time_15
171,Kerry,0,computer_yes,internet_broadband,travel_car_passenger,leave_0700,time_15
172,Kerry,0,computer_no,internet_broadband,travel_car_passenger,leave_0800,time_60
173,Kerry,2,computer_yes,internet_broadband,travel_foot,leave_0730,time_30
174,Kerry,1,computer_yes,internet_broadband,travel_car,leave_0800,time_15
175,Kerry,3,computer_yes,internet_broadband,travel_bus,leave_0830,time_15
176,Kerry,2,computer_no,internet_no,travel_car,leave_0900,time_30
177,Kerry,2,computer_no,internet_no,travel_car_passenger,leave_0630,time_15
178,Kerry,0,computer_yes,internet_no,travel_car,leave_n/a,time_15
179,Kerry,0,computer_no,internet_no,travel_other,leave_0900,time_15
180,Kerry,0,computer_n/a,internet_broadband,travel_foot,leave_0900,time_15
181,Kerry,2,computer_yes,internet_broadband,travel_car,leave_0800,time_15
182,Kerry,1,computer_yes,internet_broadband,travel_car_passenger,leave_0830,time_15
183,Kerry,1,computer_no,internet_no,travel_car,leave_0700,time_15
184,Kerry,2,computer_yes,internet_no,travel_car,leave_0730,time_30
185,Kerry,3,computer_n/a,internet_n/a,travel_car_passenger,leave_0930,time_30
186,Kerry,0,computer_no,internet_broadband,travel_other,leave_0900,time_30
187,Kerry,1,computer_no,internet_broadband,travel_van,leave_0900,time_45
188,Kerry,1,computer_yes,internet_broadband,travel_bicycle,leave_0830,time_30
189,Kerry,3,computer_yes,internet_broadband,travel_car,leave_0830,time_60
190,Kerry,0,computer_yes,internet_broadband,travel_car,leave_0900,time_60
191,Kerry,2,computer_no,internet_no,travel_car_passenger,leave_0900,time_15
192,Kerry,1,computer_yes,internet_no,travel_car,leave_n/a,time_15
193,Kerry,1,computer_yes,internet_broadband,travel_other,leave_after_0930,time_15
194,Kerry,3,computer_yes,internet_broadband,travel_car,leave_0930,time_30
195,Kerry,1,computer_yes,internet_broadband,travel_car,leave_0930,time_n/a
196,Kerry,3,computer_no,internet_no,travel_foot,leave_0930,time_15
197,Kerry,2,computer_no,internet_no,travel_car,leave_0800,time_30
198,Kerry,0,computer_yes,internet_n/a,travel_other,leave_0900,time_30
199,Kerry,1,computer_yes,internet_broadband,travel_car,leave_0900,time_15
200,Kerry,3,computer_no,internet_broadband,travel_foot,leave_0730,time_30
201,Kerry,0,computer_yes,internet_n/a,travel_car,leave_0900,time_45
202,Kerry,1,computer_yes,internet_broadband,travel_car_passenger,leave_0730,time_30
203,Kerry,2,computer_yes,internet_no,travel_car,leave_0700,time_45
204,Kerry,1,computer_no,internet_no,travel_car_passenger,leave_0830,time_15
205,Kerry,1,computer_yes,internet_broadband,travel_car_passenger,leave_0700,time_15
206,Kerry,2,computer_yes,internet_broadband,travel_other,leave_0730,time_30
207,Kerry,2,computer_yes,internet_broadband,travel_car,leave_0900,time_15
208,Kerry,2,computer_yes,internet_broadband,travel_car_passenger,leave_0930,time_30
209,Kerry,1,computer_yes,internet_broadband,travel_bus,leave_0900,time_15
210,Kerry,1,computer_yes,internet_other,travel_car_passenger,leave_n/a,time_15
211,Kerry,2,computer_n/a,internet_broadband,travel_car_passenger,leave_0900,time_15
212,Kerry,0,computer_yes,internet_broadband,travel_car,leave_0830,time_15
213,Kerry,4,computer_yes,internet_no,travel_van,leave_0900,time_30
214,Kerry,2,computer_yes,internet_no,travel_bus,leave_0800,time_45
215,Kerry,2,computer_yes,internet_other,travel_car,leave_0900,time_45
216,Kerry,1,computer_no,internet_broadband,travel_other,leave_0830,time_30
217,Kerry,1,computer_no,internet_other,travel_foot,leave_0730,time_15
218,Kerry,1,computer_yes,internet_broadband,travel_foot,leave_0830,time_15
219,Kerry,1,computer_yes,internet_broadband,travel_car,leave_0830,time_15
220,Kerry,1,computer_yes,internet_broadband,travel_foot,leave_0730,time_30
221,Kerry,2,computer_no,internet_broadband,travel_car,leave_0900,time_30
222,Kerry,1,computer_no,internet_broadband,travel_car,leave_after_0930,time_15
223,Kerry,0,computer_no,internet_broadband,travel_foot,leave_0930,time_15
224,Limerick,3,computer_no,internet_broadband,travel_van,leave_0800,time_15
225,Limerick,0,computer_no,internet_broadband,travel_car,leave_0700,time_15
226,Limerick,1,computer_yes,internet_broadband,travel_car,leave_0900,time_15
227,Limerick,1,computer_yes,internet_other,travel_car_passenger,leave_after_0930,time_30
228,Limerick,3,computer_yes,internet_broadband,travel_van,leave_0830,time_15
229,Limerick,1,computer_yes,internet_broadband,travel_foot,leave_0800,time_n/a
230,Limerick,1,computer_n/a,internet_other,travel_car_passenger,leave_0800,time_45
231,Limerick,3,computer_no,internet_broadband,travel_bus,leave_0930,time_15
232,Limerick,2,computer_no,internet_no,travel_car,leave_0830,time_15
233,Limerick,2,computer_yes,internet_other,travel_car,leave_0830,time_15
234,Limerick,0,computer_no,internet_no,travel_car_passenger,leave_0900,time_n/a
235,Limerick,0,computer_yes,internet_no,travel_foot,leave_0630,time_30
236,Limerick,1,computer_yes,internet_no,travel_car,leave_after_0930,time_15
237,Limerick,1,computer_n/a,internet_broadband,travel_foot,leave_after_0930,time_15
238,Limerick,2,computer_yes,internet_broadband,travel_car,leave_0900,time_n/a
239,Limerick,3,computer_yes,internet_broadband,travel_bus,leave_0830,time_30
240,Limerick,2,computer_yes,internet_broadband,travel_other,leave_0800,time_30
241,Limerick,0,computer_no,internet_no,travel_car,leave_0900,time_15
242,Limerick,2,computer_no,internet_no,travel_car,leave_0900,time_n/a
243,Limerick,1,computer_yes,internet_no,travel_car,leave_n/a,time_15
244,Limerick,2,computer_yes,internet_other,travel_car,leave_n/a,time_15
245,Limerick,0,computer_yes,internet_no,travel_car,leave_0900,time_15
246,Limerick,2,computer_yes,internet_broadband,travel_car_passenger,leave_0830,time_15
247,Limerick,2,computer_yes,internet_other,travel_car_passenger,leave_0800,time_15
248,Limerick,2,computer_yes,internet_no,travel_bus,leave_0930,time_30
249,Limerick,1,computer_yes,internet_no,travel_car,leave_0830,time_90
250,Limerick,0,computer_yes,internet_broadband,travel_other,leave_0900,time_45
251,Limerick,0,computer_yes,internet_no,travel_other,leave_0900,time_45
252,Limerick,2,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_45
253,Limerick,0,computer_yes,internet_no,travel_car,leave_0830,time_15
254,Limerick,2,computer_no,internet_broadband,travel_car_passenger,leave_0800,time_45
255,Limerick,0,computer_yes,internet_broadband,travel_car,leave_after_0930,time_15
256,Limerick,1,computer_no,internet_broadband,travel_car,leave_0800,time_15
257,Limerick,1,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_30
258,Limerick,2,computer_yes,internet_no,travel_car_passenger,leave_0800,time_30
259,Limerick,0,computer_yes,internet_broadband,travel_foot,leave_after_0930,time_30
260,Limerick,1,computer_yes,internet_broadband,travel_car,leave_0930,time_30
261,Limerick,2,computer_yes,internet_no,travel_car,leave_0900,time_15
262,Limerick,2,computer_yes,internet_broadband,travel_bicycle,leave_0800,time_15
263,Limerick,2,computer_yes,internet_other,travel_car,leave_after_0930,time_30
264,Limerick,2,computer_yes,internet_broadband,travel_car,leave_0730,time_15
265,Limerick,1,computer_no,internet_broadband,travel_bus,leave_0930,time_45
266,Limerick,0,computer_yes,internet_no,travel_van,leave_after_0930,time_60
267,Limerick,1,computer_yes,internet_broadband,travel_motorcycle,leave_0900,time_15
268,Limerick,1,computer_no,internet_broadband,travel_bus,leave_0930,time_15
269,Limerick,1,computer_yes,internet_n/a,travel_car,leave_0830,time_15
270,Limerick,1,computer_no,internet_other,travel_car_passenger,leave_0900,time_30
271,Limerick,0,computer_yes,internet_broadband,travel_van,leave_0930,time_15
272,Limerick,0,computer_no,internet_broadband,travel_car,leave_0830,time_30
273,Limerick,1,computer_yes,internet_broadband,travel_other,leave_0930,time_45
274,Limerick,4,computer_yes,internet_broadband,travel_car_passenger,leave_after_0930,time_30
275,Limerick,2,computer_no,internet_no,travel_car,leave_0630,time_15
276,Limerick,1,computer_yes,internet_broadband,travel_car,leave_0930,time_15
277,Limerick,1,computer_no,internet_no,travel_car_passenger,leave_0930,time_90
278,Limerick,2,computer_no,internet_broadband,travel_other,leave_0830,time_15
279,Limerick,0,computer_yes,internet_n/a,travel_car_passenger,leave_0800,time_45
280,Limerick,1,computer_yes,internet_no,travel_car_passenger,leave_0930,time_15
281,Limerick,2,computer_yes,internet_broadband,travel_car_passenger,leave_0930,time_15
282,Limerick,2,computer_yes,internet_no,travel_car,leave_n/a,time_30
283,Limerick,2,computer_yes,internet_broadband,travel_car,leave_0800,time_45
284,Limerick,2,computer_yes,internet_broadband,travel_bus,leave_0630,time_30
285,Limerick,4,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_60
286,Limerick,2,computer_yes,internet_broadband,travel_van,leave_0900,time_45
287,Limerick,1,computer_yes,internet_broadband,travel_car_passenger,leave_0830,time_60
288,Limerick,2,computer_yes,internet_no,travel_car_passenger,leave_0800,time_60
289,Limerick,2,computer_yes,internet_broadband,travel_other,leave_0830,time_30
290,Limerick,2,computer_yes,internet_no,travel_bicycle,leave_0900,time_30
291,Limerick,2,computer_no,internet_no,travel_foot,leave_0800,time_15
292,Limerick,1,computer_no,internet_broadband,travel_car,leave_after_0930,time_15
293,Limerick,1,computer_no,internet_no,travel_car_passenger,leave_0700,time_30
294,Limerick,2,computer_yes,internet_broadband,travel_foot,leave_0900,time_30
295,Limerick,1,computer_yes,internet_broadband,travel_car,leave_0830,time_30
296,Limerick,2,computer_yes,internet_broadband,travel_car,leave_0900,time_30
297,Limerick,2,computer_yes,internet_broadband,travel_car_passenger,leave_0730,time_15
298,Limerick,3,computer_yes,internet_broadband,travel_other,leave_0730,time_30
299,Limerick,2,computer_yes,internet_broadband,travel_car_passenger,leave_0730,time_15
300,Limerick,3,computer_yes,internet_no,travel_car,leave_0830,time_n/a
301,Limerick,3,computer_yes,internet_broadband,travel_car_passenger,leave_0730,time_n/a
302,Limerick,1,computer_no,internet_broadband,travel_car,leave_after_0930,time_15
303,Limerick,4,computer_no,internet_broadband,travel_car_passenger,leave_0900,time_90+
304,Tipperary,1,computer_no,internet_broadband,travel_car,leave_0900,time_45
305,Tipperary,0,computer_no,internet_broadband,travel_car,leave_0730,time_15
306,Tipperary,2,computer_yes,internet_broadband,travel_van,leave_0830,time_45
307,Tipperary,1,computer_yes,internet_broadband,travel_car,leave_0800,time_15
308,Tipperary,0,computer_no,internet_broadband,travel_van,leave_0930,time_60
309,Tipperary,1,computer_yes,internet_broadband,travel_car,leave_0830,time_15
310,Tipperary,3,computer_no,internet_no,travel_car_passenger,leave_0900,time_45
311,Tipperary,2,computer_yes,internet_broadband,travel_car,leave_0900,time_30
312,Tipperary,2,computer_no,internet_other,travel_car,leave_0730,time_45
313,Tipperary,0,computer_yes,internet_broadband,travel_foot,leave_0930,time_15
314,Tipperary,2,computer_no,internet_no,travel_car,leave_0900,time_45
315,Tipperary,1,computer_yes,internet_broadband,travel_bus,leave_0900,time_15
316,Tipperary,2,computer_no,internet_broadband,travel_car_passenger,leave_0900,time_30
317,Tipperary,2,computer_yes,internet_broadband,travel_bicycle,leave_0830,time_15
318,Tipperary,2,computer_no,internet_broadband,travel_car,leave_0800,time_n/a
319,Tipperary,0,computer_yes,internet_broadband,travel_foot,leave_0730,time_15
320,Tipperary,2,computer_yes,internet_broadband,travel_car,leave_0900,time_15
321,Tipperary,2,computer_no,internet_other,travel_car_passenger,leave_0930,time_45
322,Tipperary,3,computer_yes,internet_no,travel_foot,leave_0900,time_30
323,Tipperary,0,computer_no,internet_broadband,travel_other,leave_0730,time_15
324,Tipperary,3,computer_yes,internet_no,travel_car,leave_0930,time_15
325,Tipperary,3,computer_no,internet_broadband,travel_car,leave_0900,time_45
326,Tipperary,1,computer_yes,internet_broadband,travel_bus,leave_after_0930,time_15
327,Tipperary,1,computer_yes,internet_broadband,travel_car,leave_0730,time_15
328,Tipperary,2,computer_yes,internet_broadband,travel_car,leave_0930,time_30
329,Tipperary,2,computer_yes,internet_broadband,travel_van,leave_n/a,time_45
330,Tipperary,1,computer_yes,internet_other,travel_bicycle,leave_0930,time_15
331,Tipperary,2,computer_yes,internet_broadband,travel_van,leave_n/a,time_15
332,Tipperary,1,computer_yes,internet_no,travel_car_passenger,leave_0900,time_15
333,Tipperary,0,computer_yes,internet_no,travel_car,leave_0900,time_15
334,Tipperary,2,computer_yes,internet_broadband,travel_foot,leave_0900,time_15
335,Tipperary,0,computer_yes,internet_no,travel_car,leave_0700,time_15
336,Tipperary,2,computer_yes,internet_broadband,travel_bus,leave_after_0930,time_15
337,Tipperary,0,computer_yes,internet_broadband,travel_car_passenger,leave_0830,time_30
338,Tipperary,1,computer_yes,internet_other,travel_bus,leave_0800,time_15
339,Tipperary,2,computer_no,internet_broadband,travel_car,leave_0900,time_n/a
340,Tipperary,1,computer_yes,internet_broadband,travel_car,leave_0730,time_30
341,Tipperary,1,computer_yes,internet_broadband,travel_car,leave_0900,time_30
342,Tipperary,2,computer_yes,internet_broadband,travel_car,leave_0900,time_15
343,Tipperary,1,computer_yes,internet_no,travel_car,leave_0830,time_15
344,Tipperary,4,computer_yes,internet_n/a,travel_van,leave_0900,time_n/a
345,Tipperary,2,computer_yes,internet_broadband,travel_car_passenger,leave_0700,time_30
346,Tipperary,3,computer_n/a,internet_broadband,travel_car,leave_0900,time_30
347,Tipperary,1,computer_no,internet_broadband,travel_foot,leave_0700,time_15
348,Waterford,2,computer_yes,internet_broadband,travel_foot,leave_0830,time_15
349,Waterford,0,computer_yes,internet_broadband,travel_car_passenger,leave_0900,time_30
350,Waterford,2,computer_yes,internet_broadband,travel_car,leave_0900,time_30
351,Waterford,1,computer_no,internet_no,travel_other,leave_0900,time_15
352,Waterford,2,computer_no,internet_broadband,travel_foot,leave_0800,time_15
353,Waterford,1,computer_no,internet_no,travel_other,leave_0830,time_15
354,Waterford,2,computer_yes,internet_other,travel_car,leave_0800,time_45
355,Waterford,1,computer_no,internet_no,travel_car_passenger,leave_0700,time_15
356,Waterford,1,computer_yes,internet_no,travel_foot,leave_0730,time_15
357,Waterford,4,computer_yes,internet_other,travel_car,leave_n/a,time_30
358,Waterford,1,computer_yes,internet_other,travel_car,leave_0900,time_30
359,Waterford,2,computer_yes,internet_other,travel_car_passenger,leave_0900,time_n/a
360,Waterford,2,computer_no,internet_broadband,travel_car,leave_0900,time_15
361,Waterford,0,computer_yes,internet_no,travel_car,leave_0930,time_30
362,Waterford,0,computer_yes,internet_broadband,travel_car,leave_0930,time_30
363,Waterford,1,computer_no,internet_n/a,travel_foot,leave_0730,time_15
364,Waterford,1,computer_yes,internet_broadband,travel_car,leave_0830,time_30
365,Waterford,3,computer_yes,internet_no,travel_foot,leave_after_0930,time_30
366,Waterford,1,computer_yes,internet_no,travel_car,leave_0900,time_30
367,Waterford,2,computer_no,internet_no,travel_car_passenger,leave_0900,time_n/a
368,Waterford,0,computer_yes,internet_no,travel_car,leave_0900,time_30
369,Waterford,0,computer_yes,internet_no,travel_car_passenger,leave_0930,time_30
370,Waterford,2,computer_yes,internet_broadband,travel_bus,leave_0700,time_45
371,Waterford,2,computer_no,internet_broadband,travel_foot,leave_0630,time_15
372,Waterford,4,computer_yes,internet_broadband,travel_car,leave_0900,time_30
373,Waterford,0,computer_yes,internet_broadband,travel_other,leave_0700,time_30
374,Waterford,3,computer_no,internet_no,travel_car,leave_0900,time_45
375,Waterford,1,computer_yes,internet_other,travel_car,leave_0900,time_45
